ID,Ten_do_vat,Nhiet_do,Do_am,trang_thai,Canh_bao_chay
1090,Sac_dien_thoai,58,49,Dang_su_dung,Khong
1091,May_say,152,70,Che_do_cho,Khong
1092,May_say,101,32,Che_do_cho,Khong
1093,Ban_la,91,49,Dang_su_dung,Khong
1094,Ban_la,229,27,Dang_su_dung,Co
1095,Ban_la,102,23,Dang_su_dung,Khong
1096,May_say,116,38,Khong_su_dung,Khong
1097,Sac_dien_thoai,38,26,Khong_su_dung,Khong
1098,May_say,193,21,Dang_su_dung,Co
1099,May_say,159,22,Khong_su_dung,Khong
1100,Ban_la,79,22,Che_do_cho,Khong
1101,Sac_dien_thoai,77,22,Dang_su_dung,Khong
1102,Sac_dien_thoai,61,34,Che_do_cho,Khong
1103,Sac_dien_thoai,50,15,Dang_su_dung,Khong
1104,Ban_la,233,16,Che_do_cho,Co
1105,May_say,108,64,Khong_su_dung,Khong
1106,May_say,69,47,Khong_su_dung,Khong
1107,May_say,139,73,Dang_su_dung,Khong
1108,Sac_dien_thoai,95,43,Khong_su_dung,Khong
1109,Sac_dien_thoai,89,46,Khong_su_dung,Khong
1110,May_say,73,55,Che_do_cho,Khong
1111,Ban_la,166,75,Che_do_cho,Khong
1112,Ban_la,153,30,Che_do_cho,Khong
1113,Ban_la,228,56,Dang_su_dung,Co
1114,Ban_la,173,57,Khong_su_dung,Khong
1115,May_say,108,30,Che_do_cho,Khong
1116,Ban_la,219,66,Dang_su_dung,Co
1117,Sac_dien_thoai,41,77,Che_do_cho,Khong
1118,Ban_la,204,52,Che_do_cho,Co
1119,Ban_la,134,18,Khong_su_dung,Khong
1120,Ban_la,151,38,Khong_su_dung,Khong
1121,Sac_dien_thoai,95,80,Khong_su_dung,Khong
1122,May_say,72,34,Khong_su_dung,Khong
1123,May_say,130,13,Khong_su_dung,Khong
1124,Ban_la,150,63,Khong_su_dung,Khong
1125,May_say,51,35,Che_do_cho,Khong
1126,May_say,183,39,Dang_su_dung,Co
1127,Sac_dien_thoai,67,41,Khong_su_dung,Khong
1128,Sac_dien_thoai,76,63,Khong_su_dung,Khong
1129,May_say,44,70,Khong_su_dung,Khong
1130,Ban_la,77,69,Khong_su_dung,Khong
1131,May_say,155,19,Che_do_cho,Khong
1132,Ban_la,140,66,Khong_su_dung,Khong
1133,Ban_la,119,11,Khong_su_dung,Khong
1134,Ban_la,160,61,Che_do_cho,Khong
1135,May_say,163,40,Khong_su_dung,Khong
1136,May_say,135,34,Khong_su_dung,Khong
1137,Ban_la,142,24,Dang_su_dung,Co
1138,Sac_dien_thoai,82,13,Che_do_cho,Khong
1139,Ban_la,158,28,Che_do_cho,Khong
1140,Ban_la,176,17,Khong_su_dung,Khong
1141,Sac_dien_thoai,79,54,Che_do_cho,Khong
1142,Ban_la,181,48,Dang_su_dung,Co
1143,May_say,66,25,Dang_su_dung,Khong
1144,Ban_la,87,62,Khong_su_dung,Khong
1145,May_say,142,49,Che_do_cho,Khong
1146,Sac_dien_thoai,86,38,Khong_su_dung,Khong
1147,Ban_la,179,66,Dang_su_dung,Khong
1148,Sac_dien_thoai,56,51,Khong_su_dung,Khong
1149,May_say,46,36,Che_do_cho,Khong
1150,May_say,148,69,Dang_su_dung,Khong
1151,Sac_dien_thoai,86,69,Dang_su_dung,Khong
1152,May_say,57,27,Dang_su_dung,Khong
1153,Sac_dien_thoai,49,31,Khong_su_dung,Khong
1154,Sac_dien_thoai,86,30,Khong_su_dung,Khong
1155,Sac_dien_thoai,85,60,Che_do_cho,Khong
1156,Ban_la,67,78,Che_do_cho,Khong
1157,Sac_dien_thoai,59,20,Che_do_cho,Khong
1158,Sac_dien_thoai,32,50,Che_do_cho,Khong
1159,Ban_la,232,42,Dang_su_dung,Co
1160,Sac_dien_thoai,61,55,Khong_su_dung,Khong
1161,Sac_dien_thoai,48,69,Dang_su_dung,Khong
1162,May_say,137,77,Dang_su_dung,Khong
1163,May_say,82,70,Dang_su_dung,Khong
1164,Ban_la,88,39,Dang_su_dung,Khong
1165,Ban_la,197,63,Che_do_cho,Co
1166,Ban_la,138,55,Dang_su_dung,Khong
1167,May_say,161,34,Che_do_cho,Khong
1168,Sac_dien_thoai,77,51,Khong_su_dung,Khong
1169,May_say,129,34,Che_do_cho,Khong
1170,May_say,172,51,Che_do_cho,Khong
1171,May_say,181,64,Che_do_cho,Co
1172,Sac_dien_thoai,86,72,Khong_su_dung,Khong
1173,Ban_la,242,25,Che_do_cho,Co
1174,Ban_la,210,20,Che_do_cho,Co
1175,May_say,126,72,Khong_su_dung,Khong
1176,Sac_dien_thoai,62,19,Dang_su_dung,Khong
1177,May_say,81,55,Che_do_cho,Khong
1178,Ban_la,160,64,Che_do_cho,Khong
1179,May_say,144,69,Dang_su_dung,Khong
1180,Ban_la,148,44,Dang_su_dung,Khong
1181,Ban_la,72,66,Che_do_cho,Khong
1182,Ban_la,100,47,Dang_su_dung,Khong
1183,May_say,72,75,Khong_su_dung,Khong
1184,Ban_la,144,62,Che_do_cho,Khong
1185,Sac_dien_thoai,40,65,Che_do_cho,Khong
1186,Ban_la,60,68,Khong_su_dung,Khong
1187,Ban_la,134,66,Che_do_cho,Khong
1188,Sac_dien_thoai,66,52,Khong_su_dung,Khong
1189,May_say,106,62,Che_do_cho,Khong
1190,Ban_la,99,72,Khong_su_dung,Khong
1191,Ban_la,191,55,Che_do_cho,Co
1192,Ban_la,141,66,Khong_su_dung,Khong
1193,May_say,174,22,Dang_su_dung,Co
1194,Ban_la,68,66,Che_do_cho,Khong
1195,Sac_dien_thoai,59,13,Che_do_cho,Khong
1196,May_say,180,24,Dang_su_dung,Co
1197,Ban_la,199,15,Khong_su_dung,Co
1198,Ban_la,51,20,Che_do_cho,Khong
1199,Ban_la,93,27,Dang_su_dung,Khong
1200,May_say,137,39,Dang_su_dung,Khong
1201,Ban_la,58,38,Khong_su_dung,Khong
1202,Ban_la,92,37,Dang_su_dung,Khong
1203,Ban_la,158,17,Che_do_cho,Khong
1204,Sac_dien_thoai,93,79,Khong_su_dung,Khong
1205,May_say,62,37,Dang_su_dung,Khong
1206,May_say,177,39,Khong_su_dung,Khong
1207,Sac_dien_thoai,84,50,Khong_su_dung,Khong
1208,May_say,93,70,Khong_su_dung,Khong
1209,Ban_la,106,16,Khong_su_dung,Khong
1210,May_say,47,62,Khong_su_dung,Khong
1211,May_say,86,67,Dang_su_dung,Khong
1212,Sac_dien_thoai,71,37,Khong_su_dung,Khong
1213,Sac_dien_thoai,82,37,Khong_su_dung,Khong
1214,May_say,116,17,Che_do_cho,Khong
1215,May_say,196,34,Dang_su_dung,Co
1216,Sac_dien_thoai,75,71,Che_do_cho,Khong
1217,May_say,159,26,Dang_su_dung,Co
1218,May_say,123,52,Dang_su_dung,Khong
1219,Ban_la,184,30,Khong_su_dung,Co
1220,May_say,49,22,Dang_su_dung,Khong
1221,Sac_dien_thoai,92,32,Khong_su_dung,Khong
1222,May_say,138,64,Dang_su_dung,Khong
1223,Ban_la,52,70,Che_do_cho,Khong
1224,May_say,119,38,Dang_su_dung,Khong
1225,May_say,149,46,Khong_su_dung,Khong
1226,May_say,67,60,Dang_su_dung,Khong
1227,Sac_dien_thoai,50,80,Che_do_cho,Khong
1228,May_say,86,63,Khong_su_dung,Khong
1229,Sac_dien_thoai,38,77,Khong_su_dung,Khong
1230,Ban_la,57,64,Che_do_cho,Khong
1231,May_say,139,15,Dang_su_dung,Khong
1232,May_say,76,42,Dang_su_dung,Khong
1233,May_say,44,42,Dang_su_dung,Khong
1234,Sac_dien_thoai,34,36,Che_do_cho,Khong
1235,Sac_dien_thoai,93,23,Che_do_cho,Khong
1236,Sac_dien_thoai,49,68,Dang_su_dung,Khong
1237,Ban_la,161,42,Che_do_cho,Khong
1238,Ban_la,225,52,Dang_su_dung,Co
1239,May_say,123,54,Khong_su_dung,Khong
1240,Ban_la,149,48,Dang_su_dung,Khong
1241,May_say,108,29,Che_do_cho,Khong
1242,Sac_dien_thoai,72,32,Dang_su_dung,Khong
1243,Ban_la,172,62,Dang_su_dung,Khong
1244,Ban_la,131,29,Dang_su_dung,Khong
1245,Ban_la,192,62,Dang_su_dung,Co
1246,Ban_la,197,21,Dang_su_dung,Co
1247,May_say,88,79,Khong_su_dung,Khong
1248,Sac_dien_thoai,79,43,Dang_su_dung,Khong
1249,Sac_dien_thoai,92,26,Khong_su_dung,Khong
1250,Sac_dien_thoai,63,35,Dang_su_dung,Khong
1251,Sac_dien_thoai,93,46,Dang_su_dung,Khong
1252,May_say,98,28,Che_do_cho,Khong
1253,May_say,157,64,Khong_su_dung,Khong
1254,Sac_dien_thoai,98,23,Khong_su_dung,Khong
1255,Sac_dien_thoai,46,52,Khong_su_dung,Khong
1256,May_say,50,29,Khong_su_dung,Khong
1257,May_say,100,62,Dang_su_dung,Khong
1258,Sac_dien_thoai,49,70,Dang_su_dung,Khong
1259,May_say,180,21,Khong_su_dung,Co
1260,Ban_la,155,26,Khong_su_dung,Khong
1261,Ban_la,160,41,Khong_su_dung,Khong
1262,May_say,181,58,Che_do_cho,Co
1263,Sac_dien_thoai,96,10,Che_do_cho,Khong
1264,Sac_dien_thoai,67,79,Khong_su_dung,Khong
1265,Sac_dien_thoai,87,45,Che_do_cho,Khong
1266,May_say,88,57,Dang_su_dung,Khong
1267,May_say,46,79,Dang_su_dung,Khong
1268,Sac_dien_thoai,89,37,Khong_su_dung,Khong
1269,Sac_dien_thoai,84,66,Dang_su_dung,Khong
1270,Sac_dien_thoai,58,41,Khong_su_dung,Khong
1271,Ban_la,138,80,Dang_su_dung,Khong
1272,Ban_la,108,34,Dang_su_dung,Khong
1273,Ban_la,111,18,Che_do_cho,Khong
1274,May_say,147,40,Khong_su_dung,Khong
1275,Ban_la,169,25,Dang_su_dung,Co
1276,Sac_dien_thoai,93,46,Khong_su_dung,Khong
1277,Sac_dien_thoai,49,78,Dang_su_dung,Khong
1278,Ban_la,92,16,Che_do_cho,Khong
1279,Ban_la,161,36,Khong_su_dung,Khong
1280,Ban_la,107,74,Khong_su_dung,Khong
1281,May_say,92,50,Che_do_cho,Khong
1282,May_say,78,34,Khong_su_dung,Khong
1283,Sac_dien_thoai,47,44,Che_do_cho,Khong
1284,Ban_la,108,31,Khong_su_dung,Khong
1285,May_say,125,66,Che_do_cho,Khong
1286,Sac_dien_thoai,78,61,Khong_su_dung,Khong
1287,May_say,176,65,Khong_su_dung,Khong
1288,Ban_la,135,12,Dang_su_dung,Khong
1289,Sac_dien_thoai,44,36,Dang_su_dung,Khong
1290,Ban_la,179,16,Khong_su_dung,Khong
1291,Ban_la,176,63,Che_do_cho,Khong
1292,Sac_dien_thoai,66,56,Che_do_cho,Khong
1293,Ban_la,102,39,Dang_su_dung,Khong
1294,May_say,55,67,Che_do_cho,Khong
1295,Sac_dien_thoai,48,63,Khong_su_dung,Khong
1296,Sac_dien_thoai,91,29,Dang_su_dung,Khong
1297,Ban_la,50,35,Khong_su_dung,Khong
1298,Ban_la,67,29,Dang_su_dung,Khong
1299,Sac_dien_thoai,70,22,Khong_su_dung,Khong
1300,Ban_la,178,60,Dang_su_dung,Khong
1301,Ban_la,61,48,Che_do_cho,Khong
1302,Ban_la,85,53,Dang_su_dung,Khong
1303,Sac_dien_thoai,95,69,Che_do_cho,Khong
1304,Sac_dien_thoai,80,77,Dang_su_dung,Khong
1305,Ban_la,136,37,Khong_su_dung,Khong
1306,May_say,162,12,Dang_su_dung,Co
1307,May_say,168,57,Che_do_cho,Khong
1308,Ban_la,81,18,Dang_su_dung,Khong
1309,May_say,127,13,Che_do_cho,Khong
1310,Sac_dien_thoai,76,59,Khong_su_dung,Khong
1311,May_say,43,67,Khong_su_dung,Khong
1312,May_say,121,75,Dang_su_dung,Khong
1313,May_say,52,79,Che_do_cho,Khong
1314,Sac_dien_thoai,41,36,Dang_su_dung,Khong
1315,Sac_dien_thoai,66,43,Khong_su_dung,Khong
1316,Ban_la,156,18,Dang_su_dung,Co
1317,Ban_la,135,30,Dang_su_dung,Khong
1318,May_say,147,70,Dang_su_dung,Khong
1319,May_say,94,41,Dang_su_dung,Khong
1320,Ban_la,69,26,Khong_su_dung,Khong
1321,May_say,174,79,Che_do_cho,Khong
1322,Ban_la,227,11,Che_do_cho,Co
1323,Sac_dien_thoai,100,39,Dang_su_dung,Khong
1324,Sac_dien_thoai,86,58,Che_do_cho,Khong
1325,May_say,41,34,Che_do_cho,Khong
1326,Sac_dien_thoai,66,74,Khong_su_dung,Khong
1327,May_say,51,42,Che_do_cho,Khong
1328,Sac_dien_thoai,78,63,Dang_su_dung,Khong
1329,Ban_la,212,25,Khong_su_dung,Co
1330,Sac_dien_thoai,44,35,Che_do_cho,Khong
1331,Ban_la,166,73,Dang_su_dung,Khong
1332,Sac_dien_thoai,74,33,Khong_su_dung,Khong
1333,Ban_la,160,39,Che_do_cho,Khong
1334,Ban_la,247,40,Khong_su_dung,Co
1335,May_say,84,56,Khong_su_dung,Khong
1336,May_say,49,13,Dang_su_dung,Khong
1337,Sac_dien_thoai,37,30,Dang_su_dung,Khong
1338,Sac_dien_thoai,29,78,Che_do_cho,Khong
1339,May_say,192,69,Dang_su_dung,Co
1340,Sac_dien_thoai,75,50,Khong_su_dung,Khong
1341,May_say,122,19,Khong_su_dung,Khong
1342,Sac_dien_thoai,87,39,Khong_su_dung,Khong
1343,Sac_dien_thoai,53,67,Che_do_cho,Khong
1344,Sac_dien_thoai,63,48,Dang_su_dung,Khong
1345,Sac_dien_thoai,70,53,Dang_su_dung,Khong
1346,Ban_la,226,60,Che_do_cho,Co
1347,Ban_la,121,27,Khong_su_dung,Khong
1348,Ban_la,49,63,Dang_su_dung,Khong
1349,Ban_la,206,73,Khong_su_dung,Co
1350,Sac_dien_thoai,35,59,Khong_su_dung,Khong
1351,Ban_la,104,60,Khong_su_dung,Khong
1352,Ban_la,85,79,Dang_su_dung,Khong
1353,May_say,122,48,Dang_su_dung,Khong
1354,Ban_la,65,34,Khong_su_dung,Khong
1355,Ban_la,98,37,Dang_su_dung,Khong
1356,Sac_dien_thoai,103,70,Che_do_cho,Khong
1357,Sac_dien_thoai,62,34,Che_do_cho,Khong
1358,Sac_dien_thoai,58,42,Che_do_cho,Khong
1359,May_say,146,40,Khong_su_dung,Khong
1360,Ban_la,130,37,Dang_su_dung,Khong
1361,Sac_dien_thoai,29,38,Che_do_cho,Khong
1362,Ban_la,91,48,Khong_su_dung,Khong
1363,May_say,165,37,Che_do_cho,Khong
1364,Sac_dien_thoai,36,79,Khong_su_dung,Khong
1365,May_say,194,15,Che_do_cho,Co
1366,Sac_dien_thoai,30,26,Dang_su_dung,Khong
1367,May_say,145,51,Dang_su_dung,Khong
1368,May_say,82,14,Che_do_cho,Khong
1369,Ban_la,158,46,Khong_su_dung,Khong
1370,Sac_dien_thoai,47,78,Che_do_cho,Khong
1371,Sac_dien_thoai,76,41,Khong_su_dung,Khong
1372,Ban_la,205,31,Che_do_cho,Co
1373,Sac_dien_thoai,52,42,Dang_su_dung,Khong
1374,Ban_la,189,38,Dang_su_dung,Co
1375,Sac_dien_thoai,63,17,Dang_su_dung,Khong
1376,Ban_la,85,53,Khong_su_dung,Khong
1377,Ban_la,100,22,Dang_su_dung,Khong
1378,Ban_la,112,55,Che_do_cho,Khong
1379,Sac_dien_thoai,53,38,Khong_su_dung,Khong
1380,Sac_dien_thoai,41,56,Che_do_cho,Khong
1381,May_say,121,43,Khong_su_dung,Khong
1382,Ban_la,109,72,Che_do_cho,Khong
1383,Ban_la,206,53,Khong_su_dung,Co
1384,Sac_dien_thoai,38,63,Che_do_cho,Khong
1385,May_say,112,19,Che_do_cho,Khong
1386,Sac_dien_thoai,35,33,Che_do_cho,Khong
1387,Ban_la,159,16,Che_do_cho,Khong
1388,May_say,92,50,Khong_su_dung,Khong
1389,Ban_la,81,73,Dang_su_dung,Khong
1390,Sac_dien_thoai,46,16,Che_do_cho,Khong
1391,Sac_dien_thoai,104,66,Khong_su_dung,Khong
1392,Sac_dien_thoai,78,37,Dang_su_dung,Khong
1393,Sac_dien_thoai,43,22,Che_do_cho,Khong
1394,Sac_dien_thoai,49,61,Khong_su_dung,Khong
1395,Ban_la,46,64,Che_do_cho,Khong
1396,Ban_la,106,22,Khong_su_dung,Khong
1397,May_say,81,49,Dang_su_dung,Khong
1398,Ban_la,192,18,Che_do_cho,Co
1399,Ban_la,248,21,Dang_su_dung,Co
1400,Ban_la,222,65,Dang_su_dung,Co
1401,May_say,181,19,Khong_su_dung,Co
1402,May_say,135,11,Dang_su_dung,Khong
1403,Ban_la,167,30,Khong_su_dung,Khong
1404,Sac_dien_thoai,53,54,Dang_su_dung,Khong
1405,Sac_dien_thoai,88,62,Dang_su_dung,Khong
1406,May_say,97,66,Che_do_cho,Khong
1407,Ban_la,174,76,Khong_su_dung,Khong
1408,May_say,154,18,Che_do_cho,Khong
1409,Ban_la,107,59,Khong_su_dung,Khong
1410,Sac_dien_thoai,88,59,Dang_su_dung,Khong
1411,Ban_la,79,36,Dang_su_dung,Khong
1412,Sac_dien_thoai,53,61,Khong_su_dung,Khong
1413,Ban_la,174,45,Dang_su_dung,Khong
1414,May_say,163,26,Khong_su_dung,Khong
1415,Ban_la,201,21,Khong_su_dung,Co
1416,Ban_la,172,69,Khong_su_dung,Khong
1417,Sac_dien_thoai,83,57,Khong_su_dung,Khong
1418,May_say,63,30,Dang_su_dung,Khong
1419,Ban_la,144,10,Khong_su_dung,Khong
1420,Ban_la,144,79,Khong_su_dung,Khong
1421,Ban_la,72,24,Dang_su_dung,Khong
1422,Ban_la,92,77,Che_do_cho,Khong
1423,Sac_dien_thoai,99,13,Dang_su_dung,Khong
1424,Sac_dien_thoai,36,32,Khong_su_dung,Khong
1425,Sac_dien_thoai,80,48,Khong_su_dung,Khong
1426,Ban_la,128,18,Khong_su_dung,Khong
1427,Sac_dien_thoai,47,36,Che_do_cho,Khong
1428,Ban_la,69,16,Khong_su_dung,Khong
1429,Ban_la,191,55,Khong_su_dung,Co
1430,May_say,139,25,Che_do_cho,Khong
1431,May_say,96,73,Che_do_cho,Khong
1432,Ban_la,74,46,Che_do_cho,Khong
1433,Ban_la,84,66,Khong_su_dung,Khong
1434,May_say,62,30,Dang_su_dung,Khong
1435,Ban_la,182,65,Che_do_cho,Co
1436,Sac_dien_thoai,59,21,Dang_su_dung,Khong
1437,May_say,74,29,Dang_su_dung,Khong
1438,Ban_la,168,21,Khong_su_dung,Khong
1439,Sac_dien_thoai,81,19,Khong_su_dung,Khong
1440,Sac_dien_thoai,53,23,Dang_su_dung,Khong
1441,Sac_dien_thoai,63,20,Che_do_cho,Khong
1442,May_say,36,36,Che_do_cho,Khong
1443,Sac_dien_thoai,85,41,Dang_su_dung,Khong
1444,Sac_dien_thoai,37,52,Khong_su_dung,Khong
1445,Ban_la,180,71,Khong_su_dung,Co
1446,Sac_dien_thoai,46,55,Khong_su_dung,Khong
1447,May_say,155,32,Che_do_cho,Khong
1448,Ban_la,238,37,Che_do_cho,Co
1449,Ban_la,63,45,Dang_su_dung,Khong
1450,Sac_dien_thoai,96,16,Dang_su_dung,Khong
1451,Ban_la,141,54,Dang_su_dung,Khong
1452,May_say,117,12,Khong_su_dung,Khong
1453,Ban_la,82,33,Dang_su_dung,Khong
1454,Ban_la,127,64,Khong_su_dung,Khong
1455,Ban_la,214,49,Che_do_cho,Co
1456,May_say,140,57,Khong_su_dung,Khong
1457,Sac_dien_thoai,29,64,Dang_su_dung,Khong
1458,May_say,171,78,Che_do_cho,Khong
1459,May_say,133,56,Khong_su_dung,Khong
1460,May_say,74,59,Khong_su_dung,Khong
1461,Sac_dien_thoai,89,55,Khong_su_dung,Khong
1462,Sac_dien_thoai,38,47,Che_do_cho,Khong
1463,Ban_la,45,41,Khong_su_dung,Khong
1464,May_say,85,49,Che_do_cho,Khong
1465,Ban_la,92,17,Khong_su_dung,Khong
1466,Sac_dien_thoai,43,51,Khong_su_dung,Khong
1467,May_say,87,10,Dang_su_dung,Khong
1468,Ban_la,201,69,Che_do_cho,Co
1469,Ban_la,143,31,Che_do_cho,Khong
1470,Ban_la,81,68,Che_do_cho,Khong
1471,Ban_la,110,15,Che_do_cho,Khong
1472,Ban_la,107,36,Khong_su_dung,Khong
1473,Sac_dien_thoai,92,47,Dang_su_dung,Khong
1474,May_say,99,25,Che_do_cho,Khong
1475,Ban_la,89,78,Che_do_cho,Khong
1476,Ban_la,223,11,Che_do_cho,Co
1477,Sac_dien_thoai,77,18,Khong_su_dung,Khong
1478,Sac_dien_thoai,72,35,Che_do_cho,Khong
1479,Sac_dien_thoai,29,52,Khong_su_dung,Khong
1480,May_say,175,41,Dang_su_dung,Khong
1481,Sac_dien_thoai,90,22,Khong_su_dung,Khong
1482,Sac_dien_thoai,40,42,Dang_su_dung,Khong
1483,Ban_la,159,70,Che_do_cho,Khong
1484,Sac_dien_thoai,75,75,Dang_su_dung,Khong
1485,May_say,199,21,Che_do_cho,Co
1486,Sac_dien_thoai,37,27,Khong_su_dung,Khong
1487,Ban_la,223,35,Dang_su_dung,Co
1488,May_say,67,66,Khong_su_dung,Khong
1489,Ban_la,138,33,Khong_su_dung,Khong
1490,Sac_dien_thoai,86,33,Khong_su_dung,Khong
1491,Ban_la,148,30,Dang_su_dung,Khong
1492,Sac_dien_thoai,68,37,Khong_su_dung,Khong
1493,May_say,140,15,Dang_su_dung,Co
1494,Ban_la,251,11,Khong_su_dung,Co
1495,Sac_dien_thoai,66,52,Dang_su_dung,Khong
1496,May_say,95,79,Che_do_cho,Khong
1497,Ban_la,138,49,Khong_su_dung,Khong
1498,May_say,58,21,Che_do_cho,Khong
1499,May_say,180,25,Dang_su_dung,Co
1500,Ban_la,225,23,Dang_su_dung,Co
1501,May_say,155,40,Dang_su_dung,Khong
1502,May_say,99,26,Khong_su_dung,Khong
1503,Ban_la,85,55,Khong_su_dung,Khong
1504,Ban_la,187,32,Khong_su_dung,Co
1505,May_say,98,59,Khong_su_dung,Khong
1506,Sac_dien_thoai,94,32,Dang_su_dung,Khong
1507,May_say,186,74,Che_do_cho,Co
1508,Sac_dien_thoai,61,30,Khong_su_dung,Khong
1509,Sac_dien_thoai,73,45,Khong_su_dung,Khong
1510,May_say,122,79,Dang_su_dung,Khong
1511,Sac_dien_thoai,30,69,Dang_su_dung,Khong
1512,May_say,183,24,Dang_su_dung,Co
1513,Ban_la,117,39,Che_do_cho,Khong
1514,May_say,47,76,Dang_su_dung,Khong
1515,Sac_dien_thoai,83,51,Khong_su_dung,Khong
1516,May_say,44,26,Che_do_cho,Khong
1517,May_say,132,56,Khong_su_dung,Khong
1518,Sac_dien_thoai,83,32,Khong_su_dung,Khong
1519,Ban_la,78,80,Dang_su_dung,Khong
1520,Sac_dien_thoai,91,75,Che_do_cho,Khong
1521,May_say,162,32,Khong_su_dung,Khong
1522,Ban_la,72,77,Che_do_cho,Khong
1523,Ban_la,107,13,Dang_su_dung,Khong
1524,Ban_la,144,36,Che_do_cho,Khong
1525,Sac_dien_thoai,54,36,Khong_su_dung,Khong
1526,May_say,75,49,Che_do_cho,Khong
1527,May_say,70,71,Khong_su_dung,Khong
1528,Ban_la,204,44,Khong_su_dung,Co
1529,Sac_dien_thoai,53,68,Khong_su_dung,Khong
1530,Sac_dien_thoai,40,22,Khong_su_dung,Khong
1531,Ban_la,229,32,Khong_su_dung,Co
1532,Sac_dien_thoai,37,10,Dang_su_dung,Khong
1533,Ban_la,153,15,Dang_su_dung,Co
1534,Ban_la,46,10,Che_do_cho,Khong
1535,Ban_la,218,18,Dang_su_dung,Co
1536,Ban_la,51,14,Khong_su_dung,Khong
1537,May_say,181,19,Dang_su_dung,Co
1538,Ban_la,108,40,Dang_su_dung,Khong
1539,May_say,188,80,Dang_su_dung,Co
1540,Sac_dien_thoai,69,46,Khong_su_dung,Khong
1541,Sac_dien_thoai,90,20,Dang_su_dung,Khong
1542,Ban_la,66,21,Che_do_cho,Khong
1543,Sac_dien_thoai,41,72,Khong_su_dung,Khong
1544,Ban_la,131,61,Che_do_cho,Khong
1545,Sac_dien_thoai,37,66,Che_do_cho,Khong
1546,Ban_la,202,43,Dang_su_dung,Co
1547,Ban_la,104,74,Khong_su_dung,Khong
1548,Sac_dien_thoai,59,73,Dang_su_dung,Khong
1549,Sac_dien_thoai,92,26,Khong_su_dung,Khong
1550,May_say,99,32,Dang_su_dung,Khong
1551,Sac_dien_thoai,82,77,Khong_su_dung,Khong
1552,May_say,162,46,Dang_su_dung,Khong
1553,Ban_la,92,63,Dang_su_dung,Khong
1554,Sac_dien_thoai,48,74,Che_do_cho,Khong
1555,May_say,192,35,Che_do_cho,Co
1556,Ban_la,136,64,Che_do_cho,Khong
1557,May_say,91,19,Dang_su_dung,Khong
1558,Sac_dien_thoai,82,38,Khong_su_dung,Khong
1559,May_say,149,25,Che_do_cho,Khong
1560,Ban_la,81,22,Che_do_cho,Khong
1561,May_say,74,65,Khong_su_dung,Khong
1562,Sac_dien_thoai,54,14,Dang_su_dung,Khong
1563,May_say,197,22,Dang_su_dung,Co
1564,Ban_la,147,54,Khong_su_dung,Khong
1565,Ban_la,199,48,Dang_su_dung,Co
1566,Sac_dien_thoai,62,45,Khong_su_dung,Khong
1567,Sac_dien_thoai,72,33,Che_do_cho,Khong
1568,May_say,181,52,Dang_su_dung,Co
1569,Ban_la,150,17,Khong_su_dung,Khong
1570,Ban_la,133,80,Dang_su_dung,Khong
1571,Ban_la,148,42,Che_do_cho,Khong
1572,Ban_la,114,71,Khong_su_dung,Khong
1573,May_say,124,17,Khong_su_dung,Khong
1574,Sac_dien_thoai,47,45,Che_do_cho,Khong
1575,Sac_dien_thoai,38,49,Dang_su_dung,Khong
1576,May_say,114,34,Dang_su_dung,Khong
1577,May_say,128,18,Dang_su_dung,Khong
1578,May_say,66,41,Dang_su_dung,Khong
1579,Sac_dien_thoai,55,78,Khong_su_dung,Khong
1580,Ban_la,158,75,Khong_su_dung,Khong
1581,May_say,168,58,Che_do_cho,Khong
1582,May_say,67,64,Che_do_cho,Khong
1583,Sac_dien_thoai,32,30,Dang_su_dung,Khong
1584,May_say,43,22,Che_do_cho,Khong
1585,Ban_la,244,16,Khong_su_dung,Co
1586,May_say,177,37,Che_do_cho,Khong
1587,Ban_la,67,78,Khong_su_dung,Khong
1588,Ban_la,200,38,Dang_su_dung,Co
1589,Sac_dien_thoai,29,47,Khong_su_dung,Khong
1590,Sac_dien_thoai,49,32,Che_do_cho,Khong
1591,Sac_dien_thoai,84,31,Khong_su_dung,Khong
1592,Ban_la,52,14,Che_do_cho,Khong
1593,Ban_la,219,44,Dang_su_dung,Co
1594,May_say,79,34,Dang_su_dung,Khong
1595,Ban_la,83,48,Khong_su_dung,Khong
1596,Ban_la,91,37,Dang_su_dung,Khong
1597,Sac_dien_thoai,104,34,Dang_su_dung,Khong
1598,Ban_la,119,28,Che_do_cho,Khong
1599,May_say,139,64,Che_do_cho,Khong
1600,May_say,67,44,Khong_su_dung,Khong
1601,Ban_la,150,25,Dang_su_dung,Co
1602,May_say,51,75,Khong_su_dung,Khong
1603,Ban_la,97,78,Dang_su_dung,Khong
1604,May_say,200,47,Dang_su_dung,Co
1605,Ban_la,134,28,Khong_su_dung,Khong
1606,May_say,66,11,Che_do_cho,Khong
1607,Ban_la,185,74,Che_do_cho,Co
1608,May_say,126,49,Che_do_cho,Khong
1609,May_say,49,51,Dang_su_dung,Khong
1610,Ban_la,208,49,Che_do_cho,Co
1611,Ban_la,236,68,Che_do_cho,Co
1612,May_say,139,41,Khong_su_dung,Khong
1613,Ban_la,134,61,Khong_su_dung,Khong
1614,Sac_dien_thoai,74,43,Dang_su_dung,Khong
1615,Sac_dien_thoai,69,14,Khong_su_dung,Khong
